,surname,nationality,split
12504,Cola,Italian,train
4354,Rao,Chinese,train
6734,Agranowsky,Russian,train
6051,Jamaltdinov,Russian,train
11423,Turnham,English,train
4049,Takamura,Japanese,train
12954,Zambrano,Italian,train
3419,Honami,Japanese,train
1614,Abadi,Arabic,train
10411,Nandi,English,train
11480,Veasey,English,train
6999,Vertelko,Russian,train
7578,Albert,French,train
12133,Kaglantge,Greek,train
6171,Pontekorvo,Russian,train
5471,Gafurov,Russian,train
10124,Lines,English,train
2637,Mikhail,Arabic,train
5854,Averbuh,Russian,train
7523,Avinovitski,Russian,train
12399,Baggio,Italian,train
545,Aust,German,train
10793,Potts,English,train
6710,Chursalov,Russian,train
9658,Hurrell,English,train
9213,Foucher,English,train
10992,Rooney,English,train
5967,Lebin,Russian,train
4057,Takasugi,Japanese,train
6588,Tulintsev,Russian,train
4719,Jolovan,Russian,train
11347,Tomkins,English,train
11458,Uttley,English,train
10041,Latham,English,train
1181,Vonnegut,German,train
898,Lang,German,train
12276,Accardo,Italian,train
9820,Kaufman,English,train
751,Hahn,German,train
477,Vaca,Czech,train
12970,Belo,Portuguese,train
9484,Halliwell,English,train
7705,Jacques,French,train
10566,Okten,English,train
1234,Wörner,German,train
8775,Doble,English,train
11607,Wheeler,English,train
9455,Groves,English,train
10714,Pennell,English,train
11558,Warriner,English,train
7363,Turashev,Russian,train
8726,Dean,English,train
10264,Matthams,English,train
11495,Vickery,English,train
7236,Jeldakov,Russian,train
9571,Hickman,English,train
8823,Downs,English,train
11117,Simpson,English,train
6647,Barabanschikov,Russian,train
6261,Eletskih,Russian,train
10550,Oddy,English,train
3174,Handal,Arabic,train
10799,Power,English,train
4671,Bakusoff,Russian,train
1496,Fakhoury,Arabic,train
10663,Parratt,English,train
7473,Jankovsky,Russian,train
6023,Pohilko,Russian,train
11092,Shea,English,train
4906,Valitsky,Russian,train
1050,Schmidt,German,train
2896,Nassar,Arabic,train
6414,Jogov,Russian,train
9604,Holder,English,train
3067,Abboud,Arabic,train
3852,Ogyu,Japanese,train
10523,Nowak,English,train
2665,Handal,Arabic,train
3215,Shadid,Arabic,train
9039,Essop,English,train
5491,Tzapaev,Russian,train
10237,Malley,English,train
6291,Piterskikh,Russian,train
596,Böhm,German,train
7432,Ruzaikin,Russian,train
5305,Baklanoff,Russian,train
1698,Qureshi,Arabic,train
6270,Haryukov,Russian,train
471,Uhlik,Czech,train
718,Giese,German,train
11195,Stocker,English,train
12467,Bruno,Italian,train
11385,Travill,English,train
1019,Riese,German,train
7654,Duchamps,French,train
4622,Obuhov,Russian,train
10814,Pringle,English,train
4020,Soseki,Japanese,train
1645,Sarraf,Arabic,train
7463,Shadura,Russian,train
5754,Baumgarten,Russian,train
10387,Moroney,English,train
1687,Harb,Arabic,train
8733,Delamarre,English,train
4390,Tong,Chinese,train
7568,Shahov,Russian,train
4928,Tsakhilov,Russian,train
260,Markytan,Czech,train
6842,Gansky,Russian,train
3344,Fuschida,Japanese,train
4001,Shirane,Japanese,train
11040,Sadiq,English,train
11209,Street,English,train
746,Haase,German,train
12180,Michalaras,Greek,train
6790,Horoshev,Russian,train
13204,Hanraets,Dutch,train
7331,Bekker,Russian,train
4938,Hadjula,Russian,train
2761,Ganim,Arabic,train
5640,Numerov,Russian,train
473,Urbanek1,Czech,train
10126,Ling,English,train
2596,Mustafa,Arabic,train
5178,Pyjov,Russian,train
8977,Elliott,English,train
10834,Quinlivan,English,train
8155,Allcock,English,train
7776,Pascal,French,train
3113,Naifeh,Arabic,train
8767,Dickson,English,train
2550,Guirguis,Arabic,train
8921,Eddison,English,train
12496,Cattaneo,Italian,train
13362,Rooiakkers,Dutch,train
7736,Lesauvage,French,train
7653,Dubois,French,train
11173,Stanfield,English,train
13046,Reid,Scottish,train
4866,Filipovich,Russian,train
10528,Number,English,train
9149,Findlay,English,train
12401,Bagni,Italian,train
7470,Lebed,Russian,train
1810,Handal,Arabic,train
3276,Asahara,Japanese,train
9111,Faye,English,train
8852,Duke,English,train
4355,Rong,Chinese,train
7408,Baklastoff,Russian,train
6040,Agursky,Russian,train
6506,Mogila,Russian,train
4825,Luppian,Russian,train
5782,Agrenev,Russian,train
11941,Oriol,Spanish,train
11518,Waghorn,English,train
10213,Mace,English,train
11491,Vicens,English,train
6658,Ilyumjinov,Russian,train
4003,Shiratori,Japanese,train
13164,Bokhoven,Dutch,train
1536,Issa,Arabic,train
10959,Robin,English,train
10122,Lindsay,English,train
8074,Tadhgan,Irish,train
9234,Frederikson,English,train
3655,Kuramochi,Japanese,train
3376,Hatayama,Japanese,train
1263,Nader,Arabic,train
640,Drechsler,German,train
11441,Ullman,English,train
12670,Messana,Italian,train
5544,Ageichik,Russian,train
2155,Maalouf,Arabic,train
4406,Xiao,Chinese,train
13420,Specht,Dutch,train
5065,Tsaregorodtsev,Russian,train
5266,Andrusiw,Russian,train
4954,Yakimenko,Russian,train
3755,Morioka,Japanese,train
7206,Bazen,Russian,train
9194,Fordham,English,train
1175,Volk,German,train
9726,Jakeman,English,train
3232,Bitar,Arabic,train
10197,Luscombe,English,train
13558,Grzeskiewicz,Polish,train
6852,Alferiev,Russian,train
2575,Maalouf,Arabic,train
7533,Adashevsky,Russian,train
5761,Jakunchikov,Russian,train
11824,Colón,Spanish,train
4212,Yasui,Japanese,train
347,Ponec,Czech,train
12572,Ferrara,Italian,train
6720,Isaiko,Russian,train
7864,Brannon,Irish,train
6871,Haryuchi,Russian,train
13414,Snider,Dutch,train
12449,Biondo,Italian,train
4602,Harharov,Russian,train
10321,Mclellan,English,train
12986,Ferreira,Portuguese,train
4804,Vyazmikin,Russian,train
3267,Arakawa,Japanese,train
4613,Aivazovsky,Russian,train
11167,Stacey,English,train
11508,Vinton,English,train
11289,Thomason,English,train
10513,Norsworthy,English,train
8293,Ball,English,train
13179,Laar,Dutch,train
2458,Ganim,Arabic,train
7487,Zhavoronok,Russian,train
76,Drassal,Czech,train
9501,Harding,English,train
5783,Poroykov,Russian,train
13518,Yi,Korean,train
3964,Shichirobei,Japanese,train
9306,Gaumont,English,train
11023,Rumbold,English,train
7355,Adams,Russian,train
8712,Davie,English,train
13057,Fraser,Scottish,train
11645,Wilkin,English,train
11501,Vincent,English,train
389,Schenk,Czech,train
8347,Bentley,English,train
3198,Tuma,Arabic,train
5373,Makshakov,Russian,train
10841,Radcliffe,English,train
1812,Basara,Arabic,train
10805,Preece,English,train
3048,Baz,Arabic,train
355,Psik,Czech,train
11983,Rosa,Spanish,train
8957,Elcock,English,train
11522,Waite,English,train
11482,Veitch,English,train
8846,Duff,English,train
10692,Peake,English,train
10441,Nemeth,English,train
3367,Hara,Japanese,train
12817,Rocca,Italian,train
8509,Carson,English,train
7820,Sauvageot,French,train
12971,Cabral,Portuguese,train
11532,Wall,English,train
4452,Hong,Chinese,train
9403,Goulden,English,train
8248,Aston,English,train
7952,Mahoney,Irish,train
12737,Notaro,Italian,train
8201,Antony,English,train
2023,Sarraf,Arabic,train
6859,Bill,Russian,train
3945,Satoya,Japanese,train
9314,Geldart,English,train
8147,Algar,English,train
1685,Shamoun,Arabic,train
13286,Muyskens,Dutch,train
13598,Mozdzierz,Polish,train
8975,Ellingham,English,train
4151,Tsutaya,Japanese,train
12199,Paschalis,Greek,train
703,Gehring,German,train
7419,Reles,Russian,train
7348,Fionov,Russian,train
6329,Jakushevich,Russian,train
2081,Shadid,Arabic,train
4851,Charkin,Russian,train
9177,Fleming,English,train
12537,De fiore,Italian,train
4601,Mojar,Russian,train
569,Behrend,German,train
4109,Tokudome,Japanese,train
12742,Orlando,Italian,train
7516,Vedenin,Russian,train
11249,Tansley,English,train
13458,Hwang,Korean,train
8969,Elleray,English,train
6188,Barannikov,Russian,train
5988,Jjenov,Russian,train
3738,Miyamae,Japanese,train
12677,Montagna,Italian,train
12245,Varvitsiotes,Greek,train
13118,Boyle,Scottish,train
9769,Jessop,English,train
8520,Chalmers,English,train
1754,Najjar,Arabic,train
761,Haupt,German,train
13162,Assen,Dutch,train
8845,Dudley,English,train
12020,Ureña,Spanish,train
6430,Shahurov,Russian,train
164,Jirava,Czech,train
370,Rumisek,Czech,train
4176,Watabe,Japanese,train
5453,Djura,Russian,train
2621,Shamon,Arabic,train
9125,Fenlon,English,train
7675,Félix,French,train
192,Klemper,Czech,train
4920,Abdulgapuroff,Russian,train
4943,Vagarshyan,Russian,train
3059,Shadid,Arabic,train
8935,Edlington,English,train
8058,Ruadhan,Irish,train
5991,Tsigleev,Russian,train
5864,Zhitarev,Russian,train
8747,Derrick,English,train
2016,Botros,Arabic,train
12272,Abrami,Italian,train
12374,Anselmetti,Italian,train
9655,Hunt,English,train
4970,Vanslov,Russian,train
9465,Gunter,English,train
5582,Vagapov,Russian,train
1139,Straub,German,train
7936,Kavanagh,Irish,train
12372,Angioli,Italian,train
11929,Noguerra,Spanish,train
10296,Mcewan,English,train
12694,Naggi,Italian,train
11039,Ryder,English,train
2644,Masih,Arabic,train
7113,Tungusov,Russian,train
9766,Jerry,English,train
12895,Tafani,Italian,train
3982,Shimedzu,Japanese,train
9427,Greenleaf,English,train
1759,Fakhoury,Arabic,train
9692,Inman,English,train
11125,Skelly,English,train
2750,Gerges,Arabic,train
1775,Dagher,Arabic,train
11989,Salazar,Spanish,train
12913,Tosi,Italian,train
8126,Akram,English,train
13508,Suh,Korean,train
3374,Hatakeda,Japanese,train
264,Maxa/B,Czech,train
12283,Accorso,Italian,train
10665,Parry,English,train
4555,Ta,Vietnamese,train
2281,Qureshi,Arabic,train
6138,Saidullaev,Russian,train
5633,Pavlukhin,Russian,train
2215,Issa,Arabic,train
11363,Torney,English,train
3494,Isozaki,Japanese,train
712,Gerhardt,German,train
9140,Fewtrell,English,train
2999,Amari,Arabic,train
4019,Sonoda,Japanese,train
5788,Jeimo,Russian,train
4782,Mokin,Russian,train
7967,Milligan,Irish,train
13507,Sook,Korean,train
8483,Caddy,English,train
1349,Naser,Arabic,train
3906,Ozawa,Japanese,train
1926,Salib,Arabic,train
9753,Jenkin,English,train
11280,Thake,English,train
10906,Render,English,train
6184,Miodushevsky,Russian,train
10220,Mackenzie,English,train
2793,Shammas,Arabic,train
12208,Polites,Greek,train
5828,Adlerberg,Russian,train
5344,Porai-Koshits,Russian,train
3991,Shintaro,Japanese,train
10120,Lindo,English,train
12122,Glynatsis,Greek,train
2755,Atiyeh,Arabic,train
7715,Langlais,French,train
3819,Ninomiya,Japanese,train
12416,Barzetti,Italian,train
9917,Kiely,English,train
4818,Bagrov,Russian,train
5249,Tets,Russian,train
2419,Naser,Arabic,train
1890,Mansour,Arabic,train
12746,Padovano,Italian,train
13095,Craig,Scottish,train
13371,Ryskamp,Dutch,train
13514,Woo,Korean,train
2461,Khoury,Arabic,train
7808,Salomon,French,train
13401,Slootmaekers,Dutch,train
2906,Ba,Arabic,train
8008,O'Dowd,Irish,train
2517,Antar,Arabic,train
451,Suchanka,Czech,train
8063,Sechnall,Irish,train
2381,Shamon,Arabic,train
6127,Chekmarev,Russian,train
6122,Belohvostikov,Russian,train
6860,Demishev,Russian,train
286,Navara,Czech,train
2286,Mansour,Arabic,train
11376,Towns,English,train
8585,Colley,English,train
5274,Awercheff,Russian,train
13219,Kann,Dutch,train
11328,Tippins,English,train
8787,Donald,English,train
2066,Nassar,Arabic,train
7018,Lubutov,Russian,train
425,Snelker,Czech,train
4285,Hao,Chinese,train
8111,Adrol,English,train
9849,Kehoe,English,train
6689,Hatuntsev,Russian,train
1240,Zilberschlag,German,train
387,Svotchak,Czech,train
11487,Verell,English,train
11853,Espinoza,Spanish,train
840,Kerwer,German,train
11121,Singleton,English,train
7544,Kalachev,Russian,train
566,Beckenbauer,German,train
6828,Yagya,Russian,train
9599,Hodkinson,English,train
505,Wondracek,Czech,train
7534,Vakulitch,Russian,train
4778,Murychev,Russian,train
10631,Oxley,English,train
8804,Dornan,English,train
8839,Drury,English,train
8981,Ellrott,English,train
6186,Mravin,Russian,train
8411,Brady,English,train
6676,Jakunin,Russian,train
10235,Major,English,train
6631,Jiharev,Russian,train
3816,Nemoto,Japanese,train
10182,Lowry,English,train
12071,Bilias,Greek,train
5171,Prokuronov,Russian,train
1301,Hajjar,Arabic,train
8204,Appleby,English,train
368,Ruba,Czech,train
13021,Romão,Portuguese,train
1816,Samaha,Arabic,train
10277,Mccall,English,train
13109,Mckay,Scottish,train
13257,Leeuwenhoeck,Dutch,train
3548,Kashiwagi,Japanese,train
4302,Kang,Chinese,train
9137,Ferrier,English,train
1179,Von grimmelshausen,German,train
11263,Teague,English,train
4841,Glukhov,Russian,train
13560,Jagoda,Polish,train
7213,Atiskov,Russian,train
7347,Zhigunov,Russian,train
1953,Kalb,Arabic,train
5294,Judinsky,Russian,train
9784,Johnson,English,train
4242,Cai,Chinese,train
4805,Baidzhanov,Russian,train
8923,Eddy,English,train
5524,Dobrinsky,Russian,train
10357,Millett,English,train
7320,Baburkin,Russian,train
7739,Lévesque,French,train
3627,Komon,Japanese,train
1899,Hadad,Arabic,train
7105,Gerschcovich,Russian,train
5751,Emtsov,Russian,train
3054,Zogby,Arabic,train
4752,Martyshko,Russian,train
4629,Emeshin,Russian,train
13265,Maessen,Dutch,train
7378,Gukasov,Russian,train
3475,Inukai,Japanese,train
10076,Leek,English,train
3223,Gerges,Arabic,train
11439,Tyrrell,English,train
8315,Barton,English,train
12156,Kouretas,Greek,train
9957,Kinsley,English,train
12231,Tableriou,Greek,train
5152,Tulebaev,Russian,train
10809,Preston,English,train
8648,Crawley,English,train
13011,Palmeiro,Portuguese,train
1935,Rahal,Arabic,train
10527,Nugent,English,train
10903,Reid,English,train
12838,Sabbadin,Italian,train
4426,Zha,Chinese,train
11245,Tamber,English,train
5616,Chehovsky,Russian,train
531,Aeschelman,German,train
6404,Rivel,Russian,train
8216,Armstrong,English,train
10072,Ledger,English,train
7092,Jijikin,Russian,train
2444,Guirguis,Arabic,train
9955,Kinsella,English,train
3097,Ba,Arabic,train
10637,Page,English,train
6082,Zhurin,Russian,train
4913,Hunov,Russian,train
9383,Gonzalez,English,train
8990,Elsmore,English,train
3020,Wasem,Arabic,train
9617,Hood,English,train
1675,Zogby,Arabic,train
7457,Maksimov,Russian,train
6038,Tchalov,Russian,train
7179,Baikin,Russian,train
8632,Cousins,English,train
6288,Turupanov,Russian,train
11147,Snowden,English,train
7277,Jelyabujsky,Russian,train
12818,Rocchi,Italian,train
611,Breiner,German,train
8273,Axon,English,train
4257,Chong,Chinese,train
9408,Gower,English,train
12966,Araújo,Portuguese,train
3612,Kobi,Japanese,train
4880,Nosach,Russian,train
3555,Katoaka,Japanese,train
10569,Oldham,English,train
343,Piskach,Czech,train
9159,Fish,English,train
3241,Mustafa,Arabic,train
7365,Vedrinsky,Russian,train
1198,Weber,German,train
6416,Zolotar,Russian,train
10668,Partlett,English,train
13142,Aggelen,Dutch,train
2471,Asker,Arabic,train
8822,Downing,English,train
1554,Boulos,Arabic,train
2938,Maloof,Arabic,train
453,Svejda,Czech,train
6382,Horoshiltsev,Russian,train
9893,Kerridge,English,train
3426,Hoshino,Japanese,train
3324,Fujimoto,Japanese,train
3806,Nakayama,Japanese,train
12627,Lamon,Italian,train
6111,Porohin,Russian,train
13643,Szwarc,Polish,train
6553,Uss,Russian,train
3115,Mustafa,Arabic,train
12164,Laganas,Greek,train
6104,Pirashkov,Russian,train
12056,Angelopoulos,Greek,train
4104,Tochikura,Japanese,train
6303,Hagajeev,Russian,train
377,Samz,Czech,train
5200,Androsik,Russian,train
2401,Quraishi,Arabic,train
6685,Muzarev,Russian,train
5539,Hitruk,Russian,train
7262,Vaksberg,Russian,train
9637,Howarth,English,train
13081,Black,Scottish,train
5841,Markhanov,Russian,train
12631,Laterza,Italian,train
2238,Sabbag,Arabic,train
12008,Suero,Spanish,train
8308,Baron,English,train
1383,Morcos,Arabic,train
11556,Warner,English,train
10981,Rogerson,English,train
4788,Molnovetsky,Russian,train
2299,Abadi,Arabic,train
3981,Shimazu,Japanese,train
7848,Vincent,French,train
13340,Robert,Dutch,train
8000,O'Brien,Irish,train
11455,Urwin,English,train
2307,Maalouf,Arabic,train
10145,Lockwood,English,train
1768,Attia,Arabic,train
6855,Pyanochenko,Russian,train
6762,Forer,Russian,train
8703,Darcy,English,train
5157,Mokrushev,Russian,train
2186,Bazzi,Arabic,train
5498,Tolboev,Russian,train
220,Kreisinger,Czech,train
1427,Kouri,Arabic,train
13587,Lis,Polish,train
13590,Maly,Polish,train
9112,Fearn,English,train
10272,Mcauley,English,train
911,Leitzke,German,train
3550,Kataoka,Japanese,train
11786,Arreola,Spanish,train
12470,Bulgari,Italian,train
7741,Lyon,French,train
12762,Pavone,Italian,train
6953,Abrosimov,Russian,train
12330,Alberighi,Italian,train
2859,Tahan,Arabic,train
12432,Belluomi,Italian,train
666,Fashingbauer,German,train
11316,Tilston,English,train
3817,Niijima,Japanese,train
8112,Adsett,English,train
6011,Yukhimenko,Russian,train
8682,Cutts,English,train
9873,Kennedy,English,train
9477,Haines,English,train
8176,Alvey,English,train
9829,Kealey,English,train
3004,Mustafa,Arabic,train
10453,Newbury,English,train
2334,Salib,Arabic,train
213,Kouba,Czech,train
11811,Campo,Spanish,train
10022,Lancaster,English,train
6295,Jeryapin,Russian,train
7201,Mahno,Russian,train
5279,Jitnik,Russian,train
8983,Elmer,English,train
5865,Chehov,Russian,train
3967,Shiganori,Japanese,train
5497,Jagutyan,Russian,train
1044,Schirmer,German,train
5709,Jufryakov,Russian,train
3460,Imada,Japanese,train
12834,Ruggeri,Italian,train
10558,Ogden,English,train
3532,Kamon,Japanese,train
10081,Legg,English,train
10299,Mcgee,English,train
5419,Awseenko,Russian,train
303,Ocasek,Czech,train
7450,Baban,Russian,train
4692,Robkanov,Russian,train
524,Achterberg,German,train
13320,Philips,Dutch,train
3624,Komatsuzaki,Japanese,train
13020,Rodrigues,Portuguese,train
8783,Dolan,English,train
12528,D'ambrosio,Italian,train
8026,O'Meara,Irish,train
3594,Kimio,Japanese,train
7878,Ciardha,Irish,train
7579,Allard,French,train
13244,Kouman,Dutch,train
8525,Chandler,English,train
6225,Jagich,Russian,train
944,Meier,German,train
12471,Buonarroti,Italian,train
10156,London,English,train
4909,Timkin,Russian,train
5615,Bakhurin,Russian,train
11176,Stannard,English,train
7865,Brian,Irish,train
10398,Mullen,English,train
6356,Katsan,Russian,train
1934,Hadad,Arabic,train
1561,Shamoon,Arabic,train
448,Stramba,Czech,train
12675,Mondadori,Italian,train
11561,Water,English,train
4092,Tatsuno,Japanese,train
508,Zak,Czech,train
788,Holst,German,train
560,Baumgärtner,German,train
4000,Shiraishi,Japanese,train
10184,Luce,English,train
558,Baumann,German,train
12969,Basurto,Portuguese,train
9810,Kaddour,English,train
11617,Whitfield,English,train
6153,Mudrak,Russian,train
9248,Froggatt,English,train
4280,Guang,Chinese,train
7520,Gashkin,Russian,train
7433,Tchaldymov,Russian,train
6765,Chekhladze,Russian,train
2119,Daher,Arabic,train
4594,Hanjiev,Russian,train
6472,Jatzenko,Russian,train
1886,Bitar,Arabic,train
3536,Kanegawa,Japanese,train
